sector,N,i,block_i,j,block_j,inner_product,inner_product_over_N3,correlation
all,4096,10,512<c<=1024,15,16384<c<=32768,-106527715299,-1.5501822825026466,-0.7807762364233894
all,4096,10,512<c<=1024,16,32768<c<=65536,-18100417173,-0.2633957362995716,-0.36618430770235844
all,4096,10,512<c<=1024,17,65536<c<=131072,27013452641,0.39309747285733465,0.7208349732997297
all,4096,10,512<c<=1024,18,131072<c<=262144,-151979085,-0.00221158676140476,-0.0563660446647143
all,4096,10,512<c<=1024,19,262144<c<=524288,-271030566,-0.003944013820728287,-0.4143767268645022
all,4096,10,512<c<=1024,20,524288<c<=1048576,1281562,1.864918158389628e-05,0.09086931419660878
all,4096,11,1024<c<=2048,0,c=1,34973565796524,508.93236470472766,0.9537421192089678
all,4096,11,1024<c<=2048,1,1<c<=2,-18337435888839,-266.8448125599971,-0.9541284710304874
all,4096,11,1024<c<=2048,2,2<c<=4,-12583058370037,-183.1075987143704,-0.954368355089188
all,4096,11,1024<c<=2048,3,4<c<=8,-6960023593175,-101.28167331531586,-0.954760017107322
all,4096,11,1024<c<=2048,4,8<c<=16,2980899353148,43.37779469130328,0.9554510227596856
all,4096,11,1024<c<=2048,5,16<c<=32,-5467650876609,-79.56479205471987,-0.9558015222464173
all,4096,11,1024<c<=2048,6,32<c<=64,3630528669233,52.831145428834134,0.9563220085159615
all,4096,11,1024<c<=2048,7,64<c<=128,-790303368605,-11.50042762463272,-0.9551692819831361
all,4096,11,1024<c<=2048,8,128<c<=256,302826138006,4.406700289197033,0.9661496298308041
all,4096,11,1024<c<=2048,9,256<c<=512,-416713125821,-6.063974081494962,-0.9213133210439514
all,4096,11,1024<c<=2048,10,512<c<=1024,468262759096,6.814119974966161,0.9700789013564052
all,4096,11,1024<c<=2048,11,1024<c<=2048,1335442613991,19.43324771114567,1.0
all,4096,11,1024<c<=2048,12,2048<c<=4096,1423708507212,20.71768550685374,0.8764930598590098
all,4096,11,1024<c<=2048,13,4096<c<=8192,462065054536,6.723931503598578,0.5402630957637907
all,4096,11,1024<c<=2048,14,8192<c<=16384,-742206506057,-10.800526158083812,-0.9274894195784393
all,4096,11,1024<c<=2048,15,16384<c<=32768,-309024572921,-4.496899388628663,-0.8186802604961233
all,4096,11,1024<c<=2048,16,32768<c<=65536,-50002945099,-0.7276386182493297,-0.36564872168686346
all,4096,11,1024<c<=2048,17,65536<c<=131072,77531751204,1.1282354710274376,0.7478124262093708
all,4096,11,1024<c<=2048,18,131072<c<=262144,-530962143,-0.007726516094407998,-0.07117944914396289
all,4096,11,1024<c<=2048,19,262144<c<=524288,-765069117,-0.01113322093442548,-0.42280010382856403
all,4096,11,1024<c<=2048,20,524288<c<=1048576,3523759,5.127744225319475e-05,0.09031110522808035
all,4096,12,2048<c<=4096,0,c=1,43106159952749,627.2771854528255,0.9664580695693507
all,4096,12,2048<c<=4096,1,1<c<=2,-22587125043874,-328.68592889097636,-0.9662329310705854
all,4096,12,2048<c<=4096,2,2<c<=4,-15492957354157,-225.45220205439546,-0.9660881983104873
all,4096,12,2048<c<=4096,3,4<c<=8,-8563946464314,-124.62182296896935,-0.965850897090754
all,4096,12,2048<c<=4096,4,8<c<=16,3663681645983,53.31358473606815,0.9654537586749118
all,4096,12,2048<c<=4096,5,16<c<=32,-6715957474395,-97.73004384471278,-0.9652226652221012
all,4096,12,2048<c<=4096,6,32<c<=64,4455378028490,64.83428338091471,0.9648759262158966
all,4096,12,2048<c<=4096,7,64<c<=128,-972163314746,-14.146838144311914,-0.9660027766981967
all,4096,12,2048<c<=4096,8,128<c<=256,362393509157,5.2735196245630505,0.9505699396761083
all,4096,12,2048<c<=4096,9,256<c<=512,-539802194726,-7.855155777739128,-0.9811997937986797
all,4096,12,2048<c<=4096,10,512<c<=1024,483116113589,7.030264730405179,0.8228517445649842
all,4096,12,2048<c<=4096,11,1024<c<=2048,1423708507212,20.71768550685374,0.8764930598590098
all,4096,12,2048<c<=4096,12,2048<c<=4096,1975695298875,28.75015050631191,1.0
all,4096,12,2048<c<=4096,13,4096<c<=8192,782131272624,11.381507976679131,0.7518556388796441
all,4096,12,2048<c<=4096,14,8192<c<=16384,-957080808833,-13.927358796834596,-0.9832986593233026
all,4096,12,2048<c<=4096,15,16384<c<=32768,-447227922649,-6.508022818146856,-0.9740984382802194
all,4096,12,2048<c<=4096,16,32768<c<=65536,-93856478500,-1.365791518765036,-0.5642679228996189
all,4096,12,2048<c<=4096,17,65536<c<=131072,115285516144,1.6776250579860061,0.9141984155828917
all,4096,12,2048<c<=4096,18,131072<c<=262144,-510270876,-0.0074254185310564935,-0.056239892081203814
all,4096,12,2048<c<=4096,19,262144<c<=524288,-1151857211,-0.01676172848965507,-0.5233421223564165
all,4096,12,2048<c<=4096,20,524288<c<=1048576,4540643,6.607505201827735e-05,0.09567642707273581
all,4096,13,4096<c<=8192,0,c=1,17517139628377,254.90793091560772,0.7459017892876644
all,4096,13,4096<c<=8192,1,1<c<=2,-9170675297830,-133.4508895209001,-0.7450698204963222
all,4096,13,4096<c<=8192,2,2<c<=4,-6286950862491,-91.4871759958769,-0.7445558737541499
all,4096,13,4096<c<=8192,3,4<c<=8,-3472093864903,-50.525615587001084,-0.7437078711334116
all,4096,13,4096<c<=8192,4,8<c<=16,1482857670345,21.578419114594,0.742143680265154
all,4096,13,4096<c<=8192,5,16<c<=32,-2716195911331,-39.52585264532536,-0.7414048825049413
all,4096,13,4096<c<=8192,6,32<c<=64,1799652645071,26.18839273157937,0.7402022106200854
all,4096,13,4096<c<=8192,7,64<c<=128,-393658544925,-5.728485774670844,-0.7429055549040773
all,4096,13,4096<c<=8192,8,128<c<=256,142756799243,2.077384840857121,0.7111729746880094
all,4096,13,4096<c<=8192,9,256<c<=512,-228243951408,-3.321386632276699,-0.7879467277990804
all,4096,13,4096<c<=8192,10,512<c<=1024,160852101310,2.3407061425677966,0.5203212785494113
all,4096,13,4096<c<=8192,11,1024<c<=2048,462065054536,6.723931503598578,0.5402630957637907
all,4096,13,4096<c<=8192,12,2048<c<=4096,782131272624,11.381507976679131,0.7518556388796441
all,4096,13,4096<c<=8192,13,4096<c<=8192,547734899112,7.970591819495894,1.0
