sector,N,i,block_i,j,block_j,inner_product,inner_product_over_N3,correlation
high_lambda_16,4096,12,2048<c<=4096,3,4<c<=8,-8516094413926,-123.92548398821964,-0.9657842158225959
high_lambda_16,4096,12,2048<c<=4096,4,8<c<=16,3642669261045,53.00781429170456,0.9654134150722615
high_lambda_16,4096,12,2048<c<=4096,5,16<c<=32,-6678360031701,-97.18292904582631,-0.9651614727758999
high_lambda_16,4096,12,2048<c<=4096,6,32<c<=64,4427539698358,64.42918236073456,0.9649222233561799
high_lambda_16,4096,12,2048<c<=4096,7,64<c<=128,-969240981677,-14.104312601222773,-0.9655323868280196
high_lambda_16,4096,12,2048<c<=4096,8,128<c<=256,356146292609,5.182610658943304,0.9528624089290648
high_lambda_16,4096,12,2048<c<=4096,9,256<c<=512,-542599935149,-7.895868259205599,-0.9805244164814336
high_lambda_16,4096,12,2048<c<=4096,10,512<c<=1024,470861703081,6.851939587519155,0.82527614354796
high_lambda_16,4096,12,2048<c<=4096,11,1024<c<=2048,1400268334631,20.37658610251674,0.8767216173846586
high_lambda_16,4096,12,2048<c<=4096,12,2048<c<=4096,1954038514733,28.435002819358488,1.0
high_lambda_16,4096,12,2048<c<=4096,13,4096<c<=8192,776935482347,11.305899277023855,0.7509886264570439
high_lambda_16,4096,12,2048<c<=4096,14,8192<c<=16384,-951729196051,-13.849482581295888,-0.9832040409740952
high_lambda_16,4096,12,2048<c<=4096,15,16384<c<=32768,-444630373679,-6.470223505733884,-0.9737926373953855
high_lambda_16,4096,12,2048<c<=4096,16,32768<c<=65536,-93150374442,-1.3555163523706142,-0.5631176444524233
high_lambda_16,4096,12,2048<c<=4096,17,65536<c<=131072,114577208229,1.6673178212513449,0.9136027023896894
high_lambda_16,4096,12,2048<c<=4096,18,131072<c<=262144,-514198305,-0.007482570144929923,-0.05698594588871182
high_lambda_16,4096,12,2048<c<=4096,19,262144<c<=524288,-1144006953,-0.01664749220071826,-0.5226478079879212
high_lambda_16,4096,12,2048<c<=4096,20,524288<c<=1048576,4503696,6.553740240633488e-05,0.09542234441520821
high_lambda_16,4096,13,4096<c<=8192,0,c=1,17517069883122,254.90691598856938,0.7459036833502157
high_lambda_16,4096,13,4096<c<=8192,1,1<c<=2,-9170608120853,-133.4499119672255,-0.7450733762053979
high_lambda_16,4096,13,4096<c<=8192,2,2<c<=4,-6286884572750,-91.48621135318535,-0.7445610271333338
high_lambda_16,4096,13,4096<c<=8192,3,4<c<=8,-3472044529989,-50.52489766951476,-0.7437148367225026
high_lambda_16,4096,13,4096<c<=8192,4,8<c<=16,1482680234490,21.575837083073566,0.7422028365685125
high_lambda_16,4096,13,4096<c<=8192,5,16<c<=32,-2716130720258,-39.524903990357416,-0.7414166591709436
high_lambda_16,4096,13,4096<c<=8192,6,32<c<=64,1798783280600,26.175741813494824,0.7404405769885809
high_lambda_16,4096,13,4096<c<=8192,7,64<c<=128,-394366344435,-5.738785613139044,-0.7420214250467055
high_lambda_16,4096,13,4096<c<=8192,8,128<c<=256,141550072880,2.0598246611189097,0.7153085018695581
high_lambda_16,4096,13,4096<c<=8192,9,256<c<=512,-229900939661,-3.3454989848687546,-0.7846951075827331
high_lambda_16,4096,13,4096<c<=8192,10,512<c<=1024,158116210395,2.3008936898986576,0.5234363058312727
high_lambda_16,4096,13,4096<c<=8192,11,1024<c<=2048,457384625828,6.655822301807348,0.5408957051776808
high_lambda_16,4096,13,4096<c<=8192,12,2048<c<=4096,776935482347,11.305899277023855,0.7509886264570439
high_lambda_16,4096,13,4096<c<=8192,13,4096<c<=8192,547734470065,7.970585576040321,1.0
high_lambda_16,4096,13,4096<c<=8192,14,8192<c<=16384,-399303662196,-5.810633042652626,-0.7791392432738234
high_lambda_16,4096,13,4096<c<=8192,15,16384<c<=32768,-212653046110,-3.0945091000467073,-0.8796714378924138
high_lambda_16,4096,13,4096<c<=8192,16,32768<c<=65536,-84552457873,-1.2304001993179554,-0.965433335679431
high_lambda_16,4096,13,4096<c<=8192,17,65536<c<=131072,62849780155,0.9145846729370533,0.9465518871472423
high_lambda_16,4096,13,4096<c<=8192,18,131072<c<=262144,2445176313,0.03558199842518661,0.511833637375613
high_lambda_16,4096,13,4096<c<=8192,19,262144<c<=524288,-1035286456,-0.015065400744788349,-0.8933518170451598
high_lambda_16,4096,13,4096<c<=8192,20,524288<c<=1048576,8086378,0.00011767228716053069,0.3236060084225428
high_lambda_16,4096,14,8192<c<=16384,0,c=1,-21865969187140,-318.1917299973429,-0.9951118081875833
high_lambda_16,4096,14,8192<c<=16384,1,1<c<=2,11458670498173,166.74560171920166,0.9949860671730977
high_lambda_16,4096,14,8192<c<=16384,2,2<c<=4,7860230828860,114.38141269696644,0.9949058213316215
high_lambda_16,4096,14,8192<c<=16384,3,4<c<=8,4345313784854,63.232637837849325,0.9947733936539241
high_lambda_16,4096,14,8192<c<=16384,4,8<c<=16,-1858948125444,-27.051255535392556,-0.994544548766026
high_lambda_16,4096,14,8192<c<=16384,5,16<c<=32,3408570207219,49.60122470538772,0.9944106685576347
high_lambda_16,4096,14,8192<c<=16384,6,32<c<=64,-2259985833147,-32.887122261265176,-0.9942576560031189
high_lambda_16,4096,14,8192<c<=16384,7,64<c<=128,494612328704,7.1975566782057285,0.9946342192572678
high_lambda_16,4096,14,8192<c<=16384,8,128<c<=256,-182708018502,-2.6587515967839863,-0.9867854925572763
high_lambda_16,4096,14,8192<c<=16384,9,256<c<=512,273698515158,3.982837590709096,0.9984228197381324
high_lambda_16,4096,14,8192<c<=16384,10,512<c<=1024,-250801979613,-3.6496491464349674,-0.8873608504597682
high_lambda_16,4096,14,8192<c<=16384,11,1024<c<=2048,-733938837891,-10.680215751795913,-0.9276276797948261
high_lambda_16,4096,14,8192<c<=16384,12,2048<c<=4096,-951729196051,-13.849482581295888,-0.9832040409740952
high_lambda_16,4096,14,8192<c<=16384,13,4096<c<=8192,-399303662196,-5.810633042652626,-0.7791392432738234
high_lambda_16,4096,14,8192<c<=16384,14,8192<c<=16384,479519591226,6.977928441861877,1.0
high_lambda_16,4096,14,8192<c<=16384,15,16384<c<=32768,220133266018,3.2033606260374654,0.9732320865883397
high_lambda_16,4096,14,8192<c<=16384,16,32768<c<=65536,50111489301,0.7292181442753645,0.6115264170612262
high_lambda_16,4096,14,8192<c<=16384,17,65536<c<=131072,-57721411147,-0.8399570818728535,-0.9290935850898767
high_lambda_16,4096,14,8192<c<=16384,18,131072<c<=262144,-206540523,-0.003005560181918554,-0.046206787462967906
high_lambda_16,4096,14,8192<c<=16384,19,262144<c<=524288,650295743,0.009463048525503837,0.5997286031912916
high_lambda_16,4096,14,8192<c<=16384,20,524288<c<=1048576,-3415156,-4.9697060603648424e-05,-0.14606795301332326
high_lambda_16,4096,15,16384<c<=32768,0,c=1,-9869190139136,-143.61561827734113,-0.9521859329462321
high_lambda_16,4096,15,16384<c<=32768,1,1<c<=2,5170229661506,75.23674374542315,0.9517649343655176
high_lambda_16,4096,15,16384<c<=32768,2,2<c<=4,3545891468792,51.59951206285041,0.9515009097134522
high_lambda_16,4096,15,16384<c<=32768,3,4<c<=8,1959615889037,28.516164297427167,0.9510668996718254
high_lambda_16,4096,15,16384<c<=32768,4,8<c<=16,-837867523642,-12.192577176640043,-0.9503190272493401
high_lambda_16,4096,15,16384<c<=32768,5,16<c<=32,1535836936674,22.349368907074677,0.9498952949163298
high_lambda_16,4096,15,16384<c<=32768,6,32<c<=64,-1017944819294,-14.813046717521502,-0.9494116589033591
high_lambda_16,4096,15,16384<c<=32768,7,64<c<=128,222909436261,3.243759220073116,0.9503071783720234
high_lambda_16,4096,15,16384<c<=32768,8,128<c<=256,-81518116961,-1.186244727592566,-0.9333754732240248
high_lambda_16,4096,15,16384<c<=32768,9,256<c<=512,125771717405,1.8302193698036717,0.9726624399226688
high_lambda_16,4096,15,16384<c<=32768,10,512<c<=1024,-104446935393,-1.5199029497016454,-0.7834334361724334
high_lambda_16,4096,15,16384<c<=32768,11,1024<c<=2048,-305634310612,-4.447564578906167,-0.8189417894478596
high_lambda_16,4096,15,16384<c<=32768,12,2048<c<=4096,-444630373679,-6.470223505733884,-0.9737926373953855
high_lambda_16,4096,15,16384<c<=32768,13,4096<c<=8192,-212653046110,-3.0945091000467073,-0.8796714378924138
high_lambda_16,4096,15,16384<c<=32768,14,8192<c<=16384,220133266018,3.2033606260374654,0.9732320865883397
high_lambda_16,4096,15,16384<c<=32768,15,16384<c<=32768,106692074897,1.552574029439711,1.0
high_lambda_16,4096,15,16384<c<=32768,16,32768<c<=65536,28383839696,0.41303922911174595,0.7343213497255124
high_lambda_16,4096,15,16384<c<=32768,17,65536<c<=131072,-28724277970,-0.4179932580154855,-0.980186551284456
high_lambda_16,4096,15,16384<c<=32768,18,131072<c<=262144,-276121435,-0.004018095714855008,-0.13095971509799717
high_lambda_16,4096,15,16384<c<=32768,19,262144<c<=524288,347394213,0.005055251138401218,0.6792091502155497
high_lambda_16,4096,15,16384<c<=32768,20,524288<c<=1048576,-1961381,-2.8541850042529404e-05,-0.17784573625664876
high_lambda_16,4096,16,32768<c<=65536,0,c=1,-2179401140309,-31.71446064238262,-0.5803962392461308
high_lambda_16,4096,16,32768<c<=65536,1,1<c<=2,1140449760146,16.5957282318559,0.5794863285286594
high_lambda_16,4096,16,32768<c<=65536,2,2<c<=4,781613894118,11.37397912851884,0.5789262084323079
high_lambda_16,4096,16,32768<c<=65536,3,4<c<=8,431461537381,6.278591716269148,0.5780020415269258
high_lambda_16,4096,16,32768<c<=65536,4,8<c<=16,-184090425837,-2.678868271133979,-0.5763316111740484
high_lambda_16,4096,16,32768<c<=65536,5,16<c<=32,337097454328,4.9054135790793225,0.5754840245970179
high_lambda_16,4096,16,32768<c<=65536,6,32<c<=64,-223120458483,-3.2468299975589616,-0.5744032503335935
high_lambda_16,4096,16,32768<c<=65536,7,64<c<=128,48948921708,0.712300559214782,0.5760044735326783
high_lambda_16,4096,16,32768<c<=65536,8,128<c<=256,-17380521239,-0.2529198716947576,-0.5493033062888971
high_lambda_16,4096,16,32768<c<=65536,9,256<c<=512,29019201801,0.42228496460302267,0.619457888535831
high_lambda_16,4096,16,32768<c<=65536,10,512<c<=1024,-17824518354,-0.25938088007387705,-0.3690382442488221
high_lambda_16,4096,16,32768<c<=65536,11,1024<c<=2048,-49552330519,-0.7210813130805036,-0.3664900448036444
high_lambda_16,4096,16,32768<c<=65536,12,2048<c<=4096,-93150374442,-1.3555163523706142,-0.5631176444524233
high_lambda_16,4096,16,32768<c<=65536,13,4096<c<=8192,-84552457873,-1.2304001993179554,-0.965433335679431
high_lambda_16,4096,16,32768<c<=65536,14,8192<c<=16384,50111489301,0.7292181442753645,0.6115264170612262
high_lambda_16,4096,16,32768<c<=65536,15,16384<c<=32768,28383839696,0.41303922911174595,0.7343213497255124
high_lambda_16,4096,16,32768<c<=65536,16,32768<c<=65536,14003539456,0.20377831906080246,1.0
high_lambda_16,4096,16,32768<c<=65536,17,65536<c<=131072,-8991285575,-0.1308404254814377,-0.8468930739971298
high_lambda_16,4096,16,32768<c<=65536,18,131072<c<=262144,-486016947,-0.007072477412293665,-0.6362622892990148
high_lambda_16,4096,16,32768<c<=65536,19,262144<c<=524288,167680242,0.002440068667056039,0.9049196345554565
high_lambda_16,4096,16,32768<c<=65536,20,524288<c<=1048576,-1359098,-1.977747888304293e-05,-0.3401570198942424
high_lambda_16,4096,17,65536<c<=131072,0,c=1,2579600501643,37.53812782296154,0.9061174153983973
high_lambda_16,4096,17,65536<c<=131072,1,1<c<=2,-1351158382565,-19.661942243183148,-0.9055614058095043
high_lambda_16,4096,17,65536<c<=131072,2,2<c<=4,-926565995637,-13.483309821996954,-0.9052153435687068
high_lambda_16,4096,17,65536<c<=131072,3,4<c<=8,-511971761335,-7.450169670264586,-0.9046444060843105
high_lambda_16,4096,17,65536<c<=131072,4,8<c<=16,218836131739,3.1844848379696487,0.9036596209911547
high_lambda_16,4096,17,65536<c<=131072,5,16<c<=32,-401065582005,-5.836272350352374,-0.9031040755910232
high_lambda_16,4096,17,65536<c<=131072,6,32<c<=64,265772633245,3.8675008290010737,0.9024691467483829
high_lambda_16,4096,17,65536<c<=131072,7,64<c<=128,-58208904069,-0.8470510375482263,-0.9034762877525838
high_lambda_16,4096,17,65536<c<=131072,8,128<c<=256,21208498803,0.30862427670217585,0.8841052189877432
high_lambda_16,4096,17,65536<c<=131072,9,256<c<=512,-33051440139,-0.4809617550781695,-0.9305963006394898
high_lambda_16,4096,17,65536<c<=131072,10,512<c<=1024,26497645611,0.385591492682579,0.7236115133882963
high_lambda_16,4096,17,65536<c<=131072,11,1024<c<=2048,76705038986,1.1162052249128465,0.7482842448371423
high_lambda_16,4096,17,65536<c<=131072,12,2048<c<=4096,114577208229,1.6673178212513449,0.9136027023896894
high_lambda_16,4096,17,65536<c<=131072,13,4096<c<=8192,62849780155,0.9145846729370533,0.9465518871472423
high_lambda_16,4096,17,65536<c<=131072,14,8192<c<=16384,-57721411147,-0.8399570818728535,-0.9290935850898767
high_lambda_16,4096,17,65536<c<=131072,15,16384<c<=32768,-28724277970,-0.4179932580154855,-0.980186551284456
high_lambda_16,4096,17,65536<c<=131072,16,32768<c<=65536,-8991285575,-0.1308404254814377,-0.8468930739971298
high_lambda_16,4096,17,65536<c<=131072,17,65536<c<=131072,8049123697,0.1171301657013828,1.0
high_lambda_16,4096,17,65536<c<=131072,18,131072<c<=262144,144630041,0.002104644096107222,0.24973987440073042
high_lambda_16,4096,17,65536<c<=131072,19,262144<c<=524288,-106684070,-0.0015524575428571552,-0.7594029920816803
high_lambda_16,4096,17,65536<c<=131072,20,524288<c<=1048576,603004,8.774863090366125e-06,0.19906433919468952
high_lambda_16,4096,18,131072<c<=262144,0,c=1,7818489307,0.1137739936093567,0.038170939783409595
high_lambda_16,4096,18,131072<c<=262144,1,1<c<=2,-4033685628,-0.05869785131653771,-0.037574367094592845
high_lambda_16,4096,18,131072<c<=262144,2,2<c<=4,-2741298463,-0.039891142849228345,-0.03722286975421489
high_lambda_16,4096,18,131072<c<=262144,3,4<c<=8,-1491647772,-0.021706331928726286,-0.036633309879451126
high_lambda_16,4096,18,131072<c<=262144,4,8<c<=16,616300485,0.008968352412921377,0.03537173299966576
high_lambda_16,4096,18,131072<c<=262144,5,16<c<=32,-1116962962,-0.016253950336249545,-0.03495740304159772
high_lambda_16,4096,18,131072<c<=262144,6,32<c<=64,723073061,0.010522097887587734,0.034125754869745784
high_lambda_16,4096,18,131072<c<=262144,7,64<c<=128,-164891105,-0.0023994813818717375,-0.03557153002210096
high_lambda_16,4096,18,131072<c<=262144,8,128<c<=256,35747476,0.0005201942403800786,0.020711778347305598
high_lambda_16,4096,18,131072<c<=262144,9,256<c<=512,-153335745,-0.0022313287627184764,-0.06000567466002745
high_lambda_16,4096,18,131072<c<=262144,10,512<c<=1024,-145722915,-0.0021205475059105083,-0.05531004506305364
high_lambda_16,4096,18,131072<c<=262144,11,1024<c<=2048,-520953438,-0.007580870267702267,-0.0706349424934298
high_lambda_16,4096,18,131072<c<=262144,12,2048<c<=4096,-514198305,-0.007482570144929923,-0.05698594588871182
high_lambda_16,4096,18,131072<c<=262144,13,4096<c<=8192,2445176313,0.03558199842518661,0.511833637375613
high_lambda_16,4096,18,131072<c<=262144,14,8192<c<=16384,-206540523,-0.003005560181918554,-0.046206787462967906
high_lambda_16,4096,18,131072<c<=262144,15,16384<c<=32768,-276121435,-0.004018095714855008,-0.13095971509799717
high_lambda_16,4096,18,131072<c<=262144,16,32768<c<=65536,-486016947,-0.007072477412293665,-0.6362622892990148
high_lambda_16,4096,18,131072<c<=262144,17,65536<c<=131072,144630041,0.002104644096107222,0.24973987440073042
high_lambda_16,4096,18,131072<c<=262144,18,131072<c<=262144,41667039,0.0006063352193450555,1.0
high_lambda_16,4096,18,131072<c<=262144,19,262144<c<=524288,-8137888,-0.00011842185631394386,-0.80512334224464
high_lambda_16,4096,18,131072<c<=262144,20,524288<c<=1048576,130933,1.905325916595757e-06,0.6007591214717269
high_lambda_16,4096,19,262144<c<=524288,0,c=1,-28922900110,-0.4208835905592423,-0.5820967738947193
high_lambda_16,4096,19,262144<c<=524288,1,1<c<=2,15140882848,0.22032884368672967,0.5814122449103379
high_lambda_16,4096,19,262144<c<=524288,2,2<c<=4,10379492663,0.1510414973454317,0.580995816142842
high_lambda_16,4096,19,262144<c<=524288,3,4<c<=8,5732029993,0.08341201454459224,0.5803121703176826
high_lambda_16,4096,19,262144<c<=524288,4,8<c<=16,-2446998049,-0.035608508173027076,-0.5789496561472133
high_lambda_16,4096,19,262144<c<=524288,5,16<c<=32,4483053610,0.06523701609694399,0.5783858644207789
high_lambda_16,4096,19,262144<c<=524288,6,32<c<=64,-2968198297,-0.043192969998926856,-0.5774791989831692
high_lambda_16,4096,19,262144<c<=524288,7,64<c<=128,651160977,0.009475639337324537,0.5790779550062992
high_lambda_16,4096,19,262144<c<=524288,8,128<c<=256,-233760949,-0.003401669513550587,-0.5583253113656316
high_lambda_16,4096,19,262144<c<=524288,9,256<c<=512,377736534,0.005496790021425113,0.609370260237935
high_lambda_16,4096,19,262144<c<=524288,10,512<c<=1024,-266305926,-0.003875261259963736,-0.41667777986088567
high_lambda_16,4096,19,262144<c<=524288,11,1024<c<=2048,-757509693,-0.011023216837202199,-0.4234013422361894
high_lambda_16,4096,19,262144<c<=524288,12,2048<c<=4096,-1144006953,-0.01664749220071826,-0.5226478079879212
high_lambda_16,4096,19,262144<c<=524288,13,4096<c<=8192,-1035286456,-0.015065400744788349,-0.8933518170451598
high_lambda_16,4096,19,262144<c<=524288,14,8192<c<=16384,650295743,0.009463048525503837,0.5997286031912916
high_lambda_16,4096,19,262144<c<=524288,15,16384<c<=32768,347394213,0.005055251138401218,0.6792091502155497
high_lambda_16,4096,19,262144<c<=524288,16,32768<c<=65536,167680242,0.002440068667056039,0.9049196345554565
high_lambda_16,4096,19,262144<c<=524288,17,65536<c<=131072,-106684070,-0.0015524575428571552,-0.7594029920816803
high_lambda_16,4096,19,262144<c<=524288,18,131072<c<=262144,-8137888,-0.00011842185631394386,-0.80512334224464
high_lambda_16,4096,19,262144<c<=524288,19,262144<c<=524288,2451918,3.5680102882906795e-05,1.0
high_lambda_16,4096,19,262144<c<=524288,20,524288<c<=1048576,-26793,-3.8988946471363306e-07,-0.5067758928562592
high_lambda_16,4096,20,524288<c<=1048576,0,c=1,154125193,0.00224281674309168,0.14385585195462916
high_lambda_16,4096,20,524288<c<=1048576,1,1<c<=2,-80624806,-0.0011732453422155231,-0.14358272878794665
high_lambda_16,4096,20,524288<c<=1048576,2,2<c<=4,-55262453,-0.0008041745313676074,-0.14345892843455738
high_lambda_16,4096,20,524288<c<=1048576,3,4<c<=8,-30494529,-0.0004437538009369746,-0.14317780484608245
high_lambda_16,4096,20,524288<c<=1048576,4,8<c<=16,12989002,0.0001890148560050875,0.1425225244305001
high_lambda_16,4096,20,524288<c<=1048576,5,16<c<=32,-23808373,-0.0003464574256213382,-0.1424537877151505
high_lambda_16,4096,20,524288<c<=1048576,6,32<c<=64,15751770,0.00022921842173673213,0.14212593700444617
high_lambda_16,4096,20,524288<c<=1048576,7,64<c<=128,-3467866,-5.046409205533564e-05,-0.14302485593409503
high_lambda_16,4096,20,524288<c<=1048576,8,128<c<=256,1228927,1.788324152585119e-05,0.13612628308686053
high_lambda_16,4096,20,524288<c<=1048576,9,256<c<=512,-2066705,-3.0074515962041914e-05,-0.1546220046234918
high_lambda_16,4096,20,524288<c<=1048576,10,512<c<=1024,1261842,1.8362217815592885e-05,0.09156405861220947
high_lambda_16,4096,20,524288<c<=1048576,11,1024<c<=2048,3492207,5.081830022390932e-05,0.09052417173737094
high_lambda_16,4096,20,524288<c<=1048576,12,2048<c<=4096,4503696,6.553740240633488e-05,0.09542234441520821
high_lambda_16,4096,20,524288<c<=1048576,13,4096<c<=8192,8086378,0.00011767228716053069,0.3236060084225428
high_lambda_16,4096,20,524288<c<=1048576,14,8192<c<=16384,-3415156,-4.9697060603648424e-05,-0.14606795301332326
high_lambda_16,4096,20,524288<c<=1048576,15,16384<c<=32768,-1961381,-2.8541850042529404e-05,-0.17784573625664876
high_lambda_16,4096,20,524288<c<=1048576,16,32768<c<=65536,-1359098,-1.977747888304293e-05,-0.3401570198942424
high_lambda_16,4096,20,524288<c<=1048576,17,65536<c<=131072,603004,8.774863090366125e-06,0.19906433919468952
high_lambda_16,4096,20,524288<c<=1048576,18,131072<c<=262144,130933,1.905325916595757e-06,0.6007591214717269
high_lambda_16,4096,20,524288<c<=1048576,19,262144<c<=524288,-26793,-3.8988946471363306e-07,-0.5067758928562592
high_lambda_16,4096,20,524288<c<=1048576,20,524288<c<=1048576,1140,1.658918336033821e-08,1.0
