sector,N,block_index,cofactor_block,block_endpoint_value,block_norm2,block_norm2_over_N3,inner_prime_block,inner_prime_block_over_N3,corr_prime_block,minus_2_inner_prime_over_block_norm2,inner_cumulative_before_block,inner_cumulative_before_over_N3,minus_2_inner_before_over_block_norm2,cascade_energy_delta,cascade_energy_delta_over_N3,cascade_energy_after,cascade_energy_after_over_N3
high_lambda_16,256,0,c=1,-6591,2454485153,146.2987156510353,2454485153,146.2987156510353,1.0,-2.0,-610601,-0.03639465570449829,0.0004975389639278865,2453263951,146.2259263396263,2453264207,146.22594159841537
high_lambda_16,256,1,1<c<=2,3535,709915862,42.31428277492523,-1320020723,-78.6793662905693,-0.9999933330329098,3.7188089283741066,-1319691781,-78.6597598195076,3.7178822213723124,-1929467700,-115.00523686408997,523796507,31.22070473432541
high_lambda_16,256,2,2<c<=4,2460,344732724,20.54767155647278,-919847680,-54.82719421386719,-0.9999872370333731,5.336584640569255,-424916773,-25.327013313770294,2.46519545965703,-505100822,-30.10635507106781,18695685,1.1143496632575989
high_lambda_16,256,3,4<c<=8,1394,110372886,6.578736662864685,-520470906,-31.022483468055725,-0.9999655856099355,9.431137027621077,-45366199,-2.7040361762046814,0.8220533256691321,19640488,1.1706643104553223,38336173,2.285013973712921
high_lambda_16,256,4,8<c<=16,-616,21638036,1.2897274494171143,230437718,13.735158324241638,0.9999181270753998,-21.299319217326378,-28770952,-1.7148823738098145,2.6592942169058227,-35903868,-2.1400372982025146,2432305,0.1449766755104065
high_lambda_16,256,5,16<c<=32,1141,73441215,4.37743753194809,-424481699,-25.301080882549286,-0.9997901175125965,11.559767876933954,13138749,0.7831304669380188,-0.35780314909005795,99718713,5.943698465824127,102151018,6.088675141334534
high_lambda_16,256,6,32<c<=64,-776,34446913,2.0531960129737854,290731737,17.32896190881729,0.9998551415518833,-16.879987881642688,-59284343,-3.5336222052574158,3.442070004937743,-84121773,-5.014048397541046,18029245,1.0746267437934875
high_lambda_16,256,7,64<c<=128,71,344413,0.02052861452102661,-3519339,-0.20976895093917847,-0.12104340432933688,20.436737289242856,213556,0.01272892951965332,-1.2401157912157788,771525,0.04598647356033325,18800770,1.1206132173538208
high_lambda_16,256,8,128<c<=256,-436,13552806,0.8078101873397827,178194410,10.621214509010315,0.9770105658844701,-26.296312365129406,-15736004,-0.937938928604126,2.322176529347502,-17919202,-1.0680676698684692,881568,0.05254554748535156
high_lambda_16,256,9,256<c<=512,-169,833322,0.049669861793518066,-5799699,-0.34568899869918823,-0.12823861712923923,13.919466904749905,-91429,-0.0054495930671691895,0.21943258428314624,650464,0.03877067565917969,1532032,0.09131622314453125
high_lambda_16,256,10,512<c<=1024,139,672802,0.04010212421417236,-37975869,-2.263538181781769,-0.9345098406410867,112.88869236417251,416163,0.02480524778366089,-1.2371039325091187,1505128,0.08971261978149414,3037160,0.1810288429260254
high_lambda_16,256,11,1024<c<=2048,28,10841,0.0006461739540100098,-685637,-0.0408671498298645,-0.1329166445467847,126.48962272853058,-17631,-0.0010508894920349121,3.2526519693755187,-24421,-0.0014556050300598145,3012739,0.17957323789596558
high_lambda_16,256,12,2048<c<=4096,-4,325,1.9371509552001953e-05,399046,0.023784995079040527,0.4467875642959312,-2455.6676923076925,-7018,-0.0004183053970336914,43.18769230769231,-13711,-0.0008172392845153809,2999028,0.1787559986114502
high_lambda_16,256,13,4096<c<=8192,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,2999028,0.1787559986114502
high_lambda_16,256,14,8192<c<=16384,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,2999028,0.1787559986114502
high_lambda_16,256,15,16384<c<=32768,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,2999028,0.1787559986114502
high_lambda_16,256,16,32768<c<=65536,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,2999028,0.1787559986114502
high_lambda_16,256,17,65536<c<=131072,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,2999028,0.1787559986114502
high_lambda_16,256,18,131072<c<=262144,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,2999028,0.1787559986114502
high_lambda_16,256,19,262144<c<=524288,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,2999028,0.1787559986114502
high_lambda_16,256,20,524288<c<=1048576,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,2999028,0.1787559986114502
