sector,N,block_index,cofactor_block,block_endpoint_value,block_norm2,block_norm2_over_N3,inner_prime_block,inner_prime_block_over_N3,corr_prime_block,minus_2_inner_prime_over_block_norm2,inner_cumulative_before_block,inner_cumulative_before_over_N3,minus_2_inner_before_over_block_norm2,cascade_energy_delta,cascade_energy_delta_over_N3,cascade_energy_after,cascade_energy_after_over_N3
all,2048,0,c=1,-296212,38231490320660,4450.731249602977,38231490320660,4450.731249602977,1.0,-2.0,-213063192,-0.024803820066154003,1.114595273231409e-05,38231064194276,4450.681641962845,38231064196324,4450.6816422012635
all,2048,1,1<c<=2,155749,10604590970314,1234.5368706521112,-20135243813032,-2344.0508885579184,-0.9999984292861647,3.797457887701217,-20135131465546,-2344.0378095891792,3.7974366992392925,-29665671960778,-3453.538748526247,8565392235546,997.1428936750162
all,2048,2,2<c<=4,107078,5021309281295,584.5573359745322,-13855343257142,-1612.9742443028372,-0.9999958316477621,5.5186177472695706,-6558084213385,-763.4614842693554,2.6121012851427725,-8094859145475,-942.3656325641787,470533090071,54.77726111083757
all,2048,3,4<c<=8,59414,1550367341100,180.48651296412572,-7698801808960,-896.2584902718663,-0.9999889940488933,9.931584089610181,-853890659333,-99.40595591126475,1.1015333420622195,-157413977566,-18.325398858403787,313119112505,36.451862252433784
all,2048,4,8<c<=16,-25525,288935392922,33.63650675420649,3323510452398,386.9075389110949,0.9999679099072459,-23.005215240593273,-300693788041,-35.00536410615314,2.0813911719162372,-312452183160,-36.37422145809978,666929345,0.07764079433400184
all,2048,5,16<c<=32,47002,979855006191,114.07013588945847,-6120305587191,-712.4973446120275,-0.9999575993073994,12.49226783252866,21673163966,2.523088358109817,-0.04423749193311836,1023201334123,119.1163126056781,1023868263468,119.1939534000121
all,2048,6,32<c<=64,-31311,437695082956,50.95441394438967,4090342498319,476.17853832419496,0.9999153299072986,-18.690374452893675,-669398707460,-77.92826595949009,3.058744470873082,-901102331964,-104.90211797459051,122765931504,14.291835425421596
all,2048,7,64<c<=128,6780,19888817451,2.3153630843153223,-871810664157,-101.49211903999094,-0.9997860721614926,87.66842637123865,49341727610,5.744133099215105,-4.961755793833698,118572272671,13.803629282745533,241338204175,28.09546470816713
all,2048,8,128<c<=256,-2800,4566797890,0.5316452460829169,410616694028,47.80207458278164,0.9826980455560782,-179.82696143708694,-32735270483,-3.810887048370205,14.336202858760627,-60903743076,-7.090128850657493,180434461099,21.005335857509635
all,2048,9,256<c<=512,2900,2853539582,0.33219572878442705,-250440957003,-29.15516460814979,-0.7582331889913348,175.53003896127487,17214953381,2.0040843380847946,-12.065683959382344,37283446344,4.340364404954016,217717907443,25.34570026246365
all,2048,10,512<c<=1024,-6293,41803455881,4.866562769864686,1181277828731,137.51883859874215,0.9344054133068345,-56.51579774139679,-87305509202,-10.163698951015249,4.17695175492326,-132807562523,-15.460835132165812,84910344920,9.88486513029784
all,2048,11,1024<c<=2048,-19530,202440108675,23.567130402079783,2734276394110,318.3116663841065,0.9828415729160336,-27.013188364758715,-127422196114,-14.833895968506113,1.2588631467153109,-52404283553,-6.100661534932442,32506061367,3.7842035953653976
all,2048,12,2048<c<=4096,-5202,9497985103,1.1057109924731776,-187002636863,-21.76997215289157,-0.31032829439325854,39.37732789324633,-10840709768,-1.2620247164741158,2.2827388441735694,-12183434433,-1.418338440475054,20322626934,2.3658651548903435
all,2048,13,4096<c<=8192,3303,5547757411,0.6458439644193277,-456655809219,-53.16173299436923,-0.9915614679480319,164.62717288739069,-10370293359,-1.2072610388277099,3.738553289456369,-15192829307,-1.768678113236092,5129797627,0.5971870416542515
all,2048,14,8192<c<=16384,5291,7559337752,0.880022737197578,-500593518137,-58.276755518396385,-0.9311780561129577,132.44374958760275,-6152326818,-0.7162251065019518,1.627742275802469,-4745315884,-0.5524274758063257,384481743,0.04475956584792584
all,2048,15,16384<c<=32768,289,212228853,0.02470669022295624,68745552514,8.003035620087758,0.7631884328418999,-647.8436041304902,-229970132,-0.02677204692736268,2.167190075705682,-247711411,-0.02883740363176912,136770332,0.01592216221615672
all,2048,16,32768<c<=65536,-718,75093904,0.008742081001400948,41220776680,4.79872998315841,0.7693132545974745,-1097.8461495356535,-68909212,-0.008022088091820478,1.83528111682674,-62724520,-0.007302095182240009,74045812,0.008620067033916712
all,2048,17,65536<c<=131072,48,879427,0.0001023787772282958,-4777170635,-0.5561358568957075,-0.8238729473114753,10864.280116484939,-945088,-0.00011002272367477417,2.1493267775494727,-1010749,-0.00011766667012125254,73035063,0.00850240036379546
all,2048,18,131072<c<=262144,-1,110,1.280568540096283e-08,14493693,0.0016872879350557923,0.2234972076833035,-263521.6909090909,-23183,-2.69885640591383e-06,421.5090909090909,-46256,-5.384907126426697e-06,72988807,0.008497015456669033
all,2048,19,262144<c<=524288,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,72988807,0.008497015456669033
all,2048,20,524288<c<=1048576,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,72988807,0.008497015456669033
