sector,N,block_index,cofactor_block,block_endpoint_value,block_norm2,block_norm2_over_N3,inner_prime_block,inner_prime_block_over_N3,corr_prime_block,minus_2_inner_prime_over_block_norm2,inner_cumulative_before_block,inner_cumulative_before_over_N3,minus_2_inner_before_over_block_norm2,cascade_energy_delta,cascade_energy_delta_over_N3,cascade_energy_after,cascade_energy_after_over_N3
all,1024,0,c=1,-82174,1484223697799,1382.2910355394706,1484223697799,1382.2910355394706,0.9999999999999999,-2.0,-29771005,-0.027726409025490284,4.0116601081290264e-05,1484164155789,1382.2355827214196,1484164156813,1382.235583675094
all,1024,1,1<c<=2,43463,416576324538,387.9669350925833,-786313752605,-732.311748531647,-0.9999974645578238,3.7751245391924457,-786297957055,-732.2970377793536,3.775048704109799,-1156019589572,-1076.6271404661238,328144567241,305.60844320897013
all,1024,2,2<c<=4,29988,198735265230,185.0866388808936,-543105711665,-505.8066096762195,-0.9999935989379845,5.465619914376583,-255365347814,-237.82751319371164,2.569904717398404,-311995430398,-290.5683875065297,16149136843,15.04005570244044
all,1024,3,4<c<=8,16744,62092731935,57.82836297061294,-303572766030,-282.7241700422019,-0.9999832901139052,9.778045080953644,-31652153825,-29.478365392424166,1.0195123596151043,-1211575715,-1.1283678142353892,14937561128,13.911687888205051
all,1024,4,8<c<=16,-7251,11833226057,11.020550557412207,132519162667,123.41808776091784,0.999948013077251,-22.397808007497275,-13290153157,-12.37741965521127,2.246243432345848,-14747080257,-13.734288753010333,190480871,0.17739913519471884
all,1024,5,16<c<=32,13443,40417017393,37.641280696727335,-244911722644,-228.09181608632207,-0.9999487956872497,12.119237808300884,2693063258,2.5081106070429087,-0.1332638295306978,45803143909,42.65750191081315,45993624780,42.83490104600787
all,1024,6,32<c<=64,-9022,18531023151,17.258360191248357,165814509526,154.4267959203571,0.9998230633383912,-17.895882831170287,-29192745262,-27.187862677499652,3.150688985073623,-39854467373,-37.11736516375095,6139157407,5.717535882256925
all,1024,7,64<c<=128,1888,704031546,0.6556804720312357,-32190865525,-29.980079759843647,-0.9958339162852737,91.44722479523666,2064265780,1.922497320920229,-5.864128650848835,4832563106,4.500675113871694,10971720513,10.218210996128619
all,1024,8,128<c<=256,-1145,517123281,0.48160858545452356,26257985981,24.45465510804206,0.9477955957552022,-101.55406629623391,-2259588456,-2.104405738413334,8.739070697534501,-4002053631,-3.7272028913721442,6969666882,6.4910081047564745
all,1024,9,256<c<=512,-252,591701083,0.551064576022327,21583035842,20.100768508389592,0.7283022793068774,-72.9524973406209,-1402153153,-1.305856884457171,4.739396946481506,-2212605223,-2.060649192892015,4757061659,4.4303589118644595
all,1024,10,512<c<=1024,-5293,7548083894,7.029700925573707,103559342619,96.44715359341353,0.978410815777274,-27.439902384052647,-5867531320,-5.464564375579357,1.554707499916402,-4186978746,-3.8994278255850077,570082913,0.5309310862794518
all,1024,11,1024<c<=2048,-3346,798974179,0.7441026894375682,22265455935,20.736321746371686,0.6465699849041063,-55.73510764232094,83808283,0.07805254589766264,-0.20978971587015455,966590745,0.9002077812328935,1536673658,1.4311388675123453
all,1024,12,2048<c<=4096,2528,1155464230,1.0761099215596914,-40672958620,-37.87964453920722,-0.982150023593635,70.40106922219479,-1322794223,-1.2319481214508414,2.289632493426473,-1490124216,-1.3877863213419914,46549442,0.04335254617035389
all,1024,13,4096<c<=8192,825,70597656,0.06574919074773788,-8479789349,-7.8974192487075925,-0.828400289987941,240.2286373077316,-50235052,-0.04678503796458244,1.4231365415305006,-29872448,-0.027820885181427002,16676994,0.015531660988926888
all,1024,14,8192<c<=16384,-38,6633340,0.006177779287099838,2849575699,2.653874176554382,0.9081642224901615,-859.167688977197,-6293137,-0.005860940553247929,1.8974263342448903,-5952934,-0.005544101819396019,10724060,0.009987559169530869
all,1024,15,16384<c<=32768,-81,303686,0.0002828296273946762,461740405,0.43002926278859377,0.6877582571095288,-3040.906758954973,-234319,-0.0002182265743613243,1.5431662967670554,-164952,-0.0001536235213279724,10559108,0.009833935648202896
all,1024,16,32768<c<=65536,10,5925,5.51808625459671e-06,-68230739,-0.06354482751339674,-0.727589154873235,23031.473080168777,7439,6.928108632564545e-06,-2.511054852320675,20803,1.93743035197258e-05,10579911,0.009853309951722622
all,1024,17,65536<c<=131072,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,10579911,0.009853309951722622
all,1024,18,131072<c<=262144,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,10579911,0.009853309951722622
all,1024,19,262144<c<=524288,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,10579911,0.009853309951722622
all,1024,20,524288<c<=1048576,0,0,0.0,0,0.0,nan,nan,0,0.0,nan,0,0.0,10579911,0.009853309951722622
